52.981461	6.748545	Aa en Hunze, Drenthe, Nederland	-	
51.754822	5.13156	Aalburg, Noord-Brabant, Nederland	-	
52.266991	4.74906	Aalsmeer, Noord-Holland, Nederland	-	
51.915878	6.58121	Aalten, Gelderland, Nederland	-	
53.20746	6.12888	Achtkarspelen, Friesland, Nederland	-	
51.861031	4.65885	Alblasserdam, Zuid-Holland, Nederland	-	
51.8524	4.437725	Albrandswaard, Zuid-Holland, Nederland	-	
52.634529	4.74595	Alkmaar, Noord-Holland, Nederland	-	
52.35495	6.66454	Almelo, Overijssel, Nederland	-	
52.376591	5.22223	Almere, Flevoland, Nederland	-	
52.12719	4.65892	Alphen aan den Rijn, Zuid-Holland, Nederland	-	
51.506987	4.88196	Alphen-Chaam, Noord-Brabant, Nederland	-	
53.44479	5.794315	Ameland, Friesland, Nederland	-	
52.152321	5.38608	Amersfoort, Utrecht, Nederland	-	
52.304852	4.85682	Amstelveen, Noord-Holland, Nederland	-	
52.373119	4.89319	Amsterdam, Noord-Holland, Nederland	-	
52.216518	5.96566	Apeldoorn, Gelderland, Nederland	-	
53.32259	6.85788	Appingedam, Groningen, Nederland	-	
51.980148	5.90364	Arnhem, Gelderland, Nederland	-	
52.99419	6.55957	Assen, Drenthe, Nederland	-	
51.406441	5.7467	Asten, Noord-Brabant, Nederland	-	
51.449741	4.92629	Baarle-Nassau, Noord-Brabant, Nederland	-	
52.210999	5.29212	Baarn, Utrecht, Nederland	-	
51.853168	4.54064	Barendrecht, Zuid-Holland, Nederland	-	
52.141209	5.58884	Barneveld, Gelderland, Nederland	-	
53.20127	6.554015	Bedum, Groningen, Nederland	-	
50.93956	5.79423	Beek, Limburg, Nederland	-	
52.548729	4.91048	Beemster, Noord-Holland, Nederland	-	
51.268761	6.04261	Beesel, Limburg, Nederland	-	
53.115829	7.16528	Bellingwedde, Groningen, Nederland	-	
51.936459	4.78311	Bergambacht, Zuid-Holland, Nederland	-	
51.323318	5.36013	Bergeijk, Noord-Brabant, Nederland	-	
51.5998	6.03374	Bergen (L.), Limburg, Nederland	-	
52.669979	4.70139	Bergen (NH.), Noord-Holland, Nederland	-	
51.495949	4.28198	Bergen op Zoom, Noord-Brabant, Nederland	-	
52.092745	6.580585	Berkelland, Gelderland, Nederland	-	
51.68339	5.511395	Bernheze, Noord-Brabant, Nederland	-	
51.827913	4.237515	Bernisse, Zuid-Holland, Nederland	-	
51.512428	5.39615	Best, Noord-Brabant, Nederland	-	
51.85955	5.76956	Beuningen, Gelderland, Nederland	-	
52.486519	4.6571	Beverwijk, Noord-Holland, Nederland	-	
51.79925	4.513765	Binnenmaas, Zuid-Holland, Nederland	-	
51.366089	5.21485	Bladel, Noord-Brabant, Nederland	-	
52.27327	5.24343	Blaricum, Noord-Holland, Nederland	-	
52.40519	4.62279	Bloemendaal, Noord-Holland, Nederland	-	
53.095575	5.828155	Boarnsterhim, Friesland, Nederland	-	
52.085419	4.74742	Bodegraven-Reeuwijk, Zuid-Holland, Nederland	-	
51.60281	5.67325	Boekel, Noord-Brabant, Nederland	-	
52.899	6.884785	Borger-Odoorn, Drenthe, Nederland	-	
52.301369	6.75779	Borne, Overijssel, Nederland	-	
51.443954	3.8139	Borsele, Zeeland, Nederland	-	
52.074261	4.65921	Boskoop, Zuid-Holland, Nederland	-	
51.646198	5.95035	Boxmeer, Noord-Brabant, Nederland	-	
51.591591	5.32277	Boxtel, Noord-Brabant, Nederland	-	
51.591351	4.77168	Breda, Noord-Brabant, Nederland	-	
51.90406	4.16787	Brielle, Zuid-Holland, Nederland	-	
52.05283	6.29921	Bronckhorst, Gelderland, Nederland	-	
52.090019	6.15595	Brummen, Gelderland, Nederland	-	
50.943298	5.97023	Brunssum, Limburg, Nederland	-	
52.067089	5.19958	Bunnik, Utrecht, Nederland	-	
52.243549	5.37481	Bunschoten, Utrecht, Nederland	-	
51.909679	5.3352	Buren, Gelderland, Nederland	-	
52.276821	5.16265	Bussum, Noord-Holland, Nederland	-	
51.92955	4.58891	Capelle aan den IJssel, Zuid-Holland, Nederland	-	
52.546841	4.66372	Castricum, Noord-Holland, Nederland	-	
52.6642	6.73891	Coevorden, Drenthe, Nederland	-	
51.28739	5.593865	Cranendonck, Noord-Brabant, Nederland	-	
51.74445	4.4598	Cromstrijen, Zuid-Holland, Nederland	-	
51.729061	5.87342	Cuijk, Noord-Brabant, Nederland	-	
51.95219	5.2215	Culemborg, Gelderland, Nederland	-	
52.503029	6.25915	Dalfsen, Overijssel, Nederland	-	
53.29776	6.04577	Dantumadiel, Friesland, Nederland	-	
52.144566	5.162485	De Bilt, Utrecht, Nederland	-	
53.37302	6.36338	De Marne, Groningen, Nederland	-	
52.211075	4.89036	De Ronde Venen, Utrecht, Nederland	-	
52.671669	6.42778	De Wolden, Drenthe, Nederland	-	
52.011501	4.35869	Delft, Zuid-Holland, Nederland	-	
53.331188	6.90321	Delfzijl, Groningen, Nederland	-	
52.083988	4.31741	Den Haag, Zuid-Holland, Nederland	-	
52.958191	4.75882	Den Helder, Noord-Holland, Nederland	-	
51.461769	5.79071	Deurne, Noord-Brabant, Nederland	-	
52.25103	6.15989	Deventer, Overijssel, Nederland	-	
52.335045	4.98886	Diemen, Noord-Holland, Nederland	-	
52.371365	6.91561	Dinkelland, Overijssel, Nederland	-	
51.748749	4.10501	Dirksland, Zuid-Holland, Nederland	-	
52.013489	6.13131	Doesburg, Gelderland, Nederland	-	
51.963451	6.29053	Doetinchem, Gelderland, Nederland	-	
51.629669	4.93777	Dongen, Noord-Brabant, Nederland	-	
53.379765	6.019775	Dongeradeel, Friesland, Nederland	-	
51.811909	4.6565	Dordrecht, Zuid-Holland, Nederland	-	
52.663515	5.168485	Drechterland, Noord-Holland, Nederland	-	
51.708092	4.80625	Drimmelen, Noord-Brabant, Nederland	-	
52.523819	5.71495	Dronten, Flevoland, Nederland	-	
51.88567	5.60526	Druten, Gelderland, Nederland	-	
51.95013	6.02326	Duiven, Gelderland, Nederland	-	
51.078979	5.91622	Echt-Susteren, Limburg, Nederland	-	
52.505384	5.04203	Edam-Volendam, Noord-Holland, Nederland	-	
52.044979	5.66767	Ede, Gelderland, Nederland	-	
52.253288	5.25941	Eemnes, Utrecht, Nederland	-	
53.448195	6.664395	Eemsmond, Groningen, Nederland	-	
51.358311	5.30905	Eersel, Noord-Brabant, Nederland	-	
50.770712	5.722706	Eijsden-Margraten, Limburg, Nederland	-	
51.434471	5.4841	Eindhoven, Noord-Brabant, Nederland	-	
52.4478	5.83555	Elburg, Gelderland, Nederland	-	
52.782009	6.8964	Emmen, Drenthe, Nederland	-	
52.703671	5.29008	Enkhuizen, Noord-Holland, Nederland	-	
52.223572	6.89537	Enschede, Overijssel, Nederland	-	
52.35199	5.98639	Epe, Gelderland, Nederland	-	
52.297852	5.63146	Ermelo, Gelderland, Nederland	-	
51.57069	4.63952	Etten-Leur, Noord-Brabant, Nederland	-	
53.337841	5.82533	Ferwerderadiel, Friesland, Nederland	-	
53.185459	5.54123	Franekeradeel, Friesland, Nederland	-	
52.88677	5.544995	Gaasterlan-Sleat, Friesland, Nederland	-	
51.701351	4.85833	Geertruidenberg, Noord-Brabant, Nederland	-	
51.882809	5.28989	Geldermalsen, Gelderland, Nederland	-	
51.431599	5.58669	Geldrop-Mierlo, Noord-Brabant, Nederland	-	
51.541157	5.75196	Gemert-Bakel, Noord-Brabant, Nederland	-	
51.699299	5.97119	Gennep, Limburg, Nederland	-	
51.882845	4.9328	Giessenlanden, Zuid-Holland, Nederland	-	
51.563185	4.904305	Gilze en Rijen, Noord-Brabant, Nederland	-	
51.817429	3.98288	Goedereede, Zuid-Holland, Nederland	-	
51.505138	3.89283	Goes, Zeeland, Nederland	-	
51.51862	5.06788	Goirle, Noord-Brabant, Nederland	-	
51.830631	4.96918	Gorinchem, Zuid-Holland, Nederland	-	
52.009998	4.71071	Gouda, Zuid-Holland, Nederland	-	
51.880449	4.80432	Graafstroom, Zuid-Holland, Nederland	-	
52.54781	4.821065	Graft-De Rijp, Noord-Holland, Nederland	-	
51.757591	5.74135	Grave, Noord-Brabant, Nederland	-	
51.776741	5.93249	Groesbeek, Gelderland, Nederland	-	
53.217129	6.57356	Groningen, Groningen, Nederland	-	
53.211861	6.26618	Grootegast, Groningen, Nederland	-	
50.799601	5.90144	Gulpen-Wittem, Limburg, Nederland	-	
52.161541	6.73353	Haaksbergen, Overijssel, Nederland	-	
51.600189	5.22764	Haaren, Noord-Brabant, Nederland	-	
52.380562	4.64225	Haarlem, Noord-Holland, Nederland	-	
52.405146	4.71389	Haarlemmerliede en Spaarnwoude, Noord-Holland, Nederland	-	
52.302502	4.68889	Haarlemmermeer, Noord-Holland, Nederland	-	
51.589836	4.52028	Halderberge, Noord-Brabant, Nederland	-	
52.57534	6.62288	Hardenberg, Overijssel, Nederland	-	
52.347038	5.61718	Harderwijk, Gelderland, Nederland	-	
51.824341	4.828215	Hardinxveld-Giessendam, Zuid-Holland, Nederland	-	
53.170658	6.60632	Haren, Groningen, Nederland	-	
52.734482	4.75071	Harenkarspel, Noord-Holland, Nederland	-	
53.1735	5.4246	Harlingen, Friesland, Nederland	-	
52.474651	6.07208	Hattem, Gelderland, Nederland	-	
52.513538	4.66983	Heemskerk, Noord-Holland, Nederland	-	
52.34528	4.62124	Heemstede, Noord-Holland, Nederland	-	
52.38657	6.03708	Heerde, Gelderland, Nederland	-	
52.958691	5.92882	Heerenveen, Friesland, Nederland	-	
52.665401	4.82722	Heerhugowaard, Noord-Holland, Nederland	-	
50.885502	5.98098	Heerlen, Limburg, Nederland	-	
51.358856	5.56416	Heeze-Leende, Noord-Brabant, Nederland	-	
52.604191	4.7137	Heiloo, Noord-Holland, Nederland	-	
52.390251	6.44797	Hellendoorn, Overijssel, Nederland	-	
51.830399	4.14703	Hellevoetsluis, Zuid-Holland, Nederland	-	
51.482231	5.65828	Helmond, Noord-Brabant, Nederland	-	
51.846111	4.63096	Hendrik-Ido-Ambacht, Zuid-Holland, Nederland	-	
52.266361	6.78971	Hengelo, Overijssel, Nederland	-	
53.281784	5.643815	het Bildt, Friesland, Nederland	-	
51.766209	5.84138	Heumen, Gelderland, Nederland	-	
51.73307	5.13727	Heusden, Noord-Brabant, Nederland	-	
52.290989	4.5786	Hillegom, Zuid-Holland, Nederland	-	
51.485291	5.136	Hilvarenbeek, Noord-Brabant, Nederland	-	
52.228561	5.1695	Hilversum, Noord-Holland, Nederland	-	
52.235914	6.584645	Hof van Twente, Overijssel, Nederland	-	
51.580475	5.407185	Hollands Kroon, Noord-Holland, Nederland	-	
52.725971	6.47552	Hoogeveen, Drenthe, Nederland	-	
53.1633	6.75602	Hoogezand-Sappemeer, Groningen, Nederland	-	
52.642391	5.05208	Hoorn, Noord-Holland, Nederland	-	
51.456985	6.026995	Horst aan de Maas, Limburg, Nederland	-	
52.036541	5.16943	Houten, Utrecht, Nederland	-	
52.29504	5.23421	Huizen, Noord-Holland, Nederland	-	
51.280109	4.05389	Hulst, Zeeland, Nederland	-	
52.01704	5.04266	IJsselstein, Utrecht, Nederland	-	
52.204281	4.63289	Kaag en Braassem, Zuid-Holland, Nederland	-	
52.558369	5.91832	Kampen, Overijssel, Nederland	-	
51.48605	3.95822	Kapelle, Zeeland, Nederland	-	
52.205109	4.39658	Katwijk, Zuid-Holland, Nederland	-	
50.86377	6.05968	Kerkrade, Limburg, Nederland	-	
52.731701	5.056225	Koggenland, Noord-Holland, Nederland	-	
53.15192	5.62347	Kollumerland c.a., Friesland, Nederland	-	
51.775154	4.32216	Korendijk, Zuid-Holland, Nederland	-	
51.914452	4.58715	Krimpen aan den IJssel, Zuid-Holland, Nederland	-	
51.532276	5.609495	Laarbeek, Noord-Brabant, Nederland	-	
51.709171	5.65908	Landerd, Noord-Brabant, Nederland	-	
50.906528	6.02407	Landgraaf, Limburg, Nederland	-	
52.430382	4.91383	Landsmeer, Noord-Holland, Nederland	-	
52.698441	4.81024	Langedijk, Noord-Holland, Nederland	-	
52.011019	4.494685	Lansingerland, Zuid-Holland, Nederland	-	
52.256741	5.22387	Laren, Noord-Holland, Nederland	-	
53.162521	6.39269	Leek, Groningen, Nederland	-	
51.890671	5.09104	Leerdam, Zuid-Holland, Nederland	-	
53.197319	5.79257	Leeuwarden, Friesland, Nederland	-	
53.2591	5.77947	Leeuwarderadeel, Friesland, Nederland	-	
52.154572	4.49463	Leiden, Zuid-Holland, Nederland	-	
52.15617	4.53421	Leiderdorp, Zuid-Holland, Nederland	-	
52.09277	4.41403	Leidschendam-Voorburg, Zuid-Holland, Nederland	-	
52.506069	5.474	Lelystad, Flevoland, Nederland	-	
52.853271	5.756705	Lemsterland, Friesland, Nederland	-	
51.233936	5.878355	Leudal, Limburg, Nederland	-	
52.125439	5.41247	Leusden, Utrecht, Nederland	-	
51.915861	4.83161	Liesveld, Zuid-Holland, Nederland	-	
51.851679	5.076585	Lingewaal, Gelderland, Nederland	-	
51.907419	5.947805	Lingewaard, Gelderland, Nederland	-	
52.25721	4.55254	Lisse, Zuid-Holland, Nederland	-	
53.125219	5.645635	Littenseradiel, Friesland, Nederland	-	
52.162868	6.40983	Lochem, Gelderland, Nederland	-	
51.627399	5.07634	Loon op Zand, Noord-Brabant, Nederland	-	
51.97467	4.94528	Lopik, Utrecht, Nederland	-	
53.33276	6.74398	Loppersum, Groningen, Nederland	-	
52.261169	7.0058	Losser, Overijssel, Nederland	-	
51.728939	5.45267	Maasdonk, Noord-Brabant, Nederland	-	
51.785591	5.29445	Maasdriel, Gelderland, Nederland	-	
51.157829	5.885315	Maasgouw, Limburg, Nederland	-	
51.924381	4.2512	Maassluis, Zuid-Holland, Nederland	-	
50.849831	5.68827	Maastricht, Limburg, Nederland	-	
53.14444	6.26875	Marum, Groningen, Nederland	-	
52.771938	5.10671	Medemblik, Noord-Holland, Nederland	-	
50.884998	5.7532	Meerssen, Limburg, Nederland	-	
53.15192	5.62347	Menameradiel, Friesland, Nederland	-	
53.168619	6.87995	Menterwolde, Groningen, Nederland	-	
52.699612	6.19629	Meppel, Drenthe, Nederland	-	
51.495411	3.60961	Middelburg, Zeeland, Nederland	-	
51.76025	4.1548	Middelharnis, Zuid-Holland, Nederland	-	
51.97057	4.29583	Midden-Delfland, Zuid-Holland, Nederland	-	
52.870525	6.544075	Midden-Drenthe, Drenthe, Nederland	-	
51.679649	5.771395	Mill en Sint Hubert, Noord-Brabant, Nederland	-	
51.864059	6.04685	Millingen aan de Rijn, Gelderland, Nederland	-	
51.698898	4.62774	Moerdijk, Noord-Brabant, Nederland	-	
51.9209	6.21296	Montferland, Gelderland, Nederland	-	
52.04406	4.94672	Montfoort, Utrecht, Nederland	-	
51.748131	5.90123	Mook en Middelaar, Limburg, Nederland	-	
52.330212	5.06844	Muiden, Noord-Holland, Nederland	-	
52.28624	5.16091	Naarden, Noord-Holland, Nederland	-	
51.921505	5.582155	Neder-Betuwe, Gelderland, Nederland	-	
51.910776	4.66515	Nederlek, Zuid-Holland, Nederland	-	
51.28743	5.74613	Nederweert, Limburg, Nederland	-	
51.8316	5.27931	Neerijnen, Gelderland, Nederland	-	
52.061912	5.088098	Nieuwegein, Utrecht, Nederland	-	
52.149158	4.77802	Nieuwkoop, Zuid-Holland, Nederland	-	
51.89109	4.68786	Nieuw-Lekkerland, Zuid-Holland, Nederland	-	
52.221569	5.4831	Nijkerk, Gelderland, Nederland	-	
51.841202	5.85759	Nijmegen, Gelderland, Nederland	-	
51.564106	3.768825	Noord-Beveland, Zeeland, Nederland	-	
53.09466	6.422665	Noordenveld, Drenthe, Nederland	-	
52.726074	5.80404	Noordoostpolder, Flevoland, Nederland	-	
52.234261	4.4477	Noordwijk, Zuid-Holland, Nederland	-	
52.26347	4.49118	Noordwijkerhout, Zuid-Holland, Nederland	-	
51.525839	5.11875	Nuenen a.c., Noord-Brabant, Nederland	-	
52.374981	5.7722	Nunspeet, Gelderland, Nederland	-	
50.918781	5.88599	Nuth, Limburg, Nederland	-	
52.176609	4.46824	Oegstgeest, Zuid-Holland, Nederland	-	
51.50309	5.30691	Oirschot, Noord-Brabant, Nederland	-	
51.57653	5.1821	Oisterwijk, Noord-Brabant, Nederland	-	
53.14658	7.04514	Oldambt, Groningen, Nederland	-	
52.445419	5.8934	Oldebroek, Gelderland, Nederland	-	
52.30928	6.92727	Oldenzaal, Overijssel, Nederland	-	
52.375599	6.15096	Olst-Wijhe, Overijssel, Nederland	-	
52.51775	6.42297	Ommen, Overijssel, Nederland	-	
50.968655	5.96982	Onderbanken, Limburg, Nederland	-	
52.010626	6.563515	Oost Gelre, Gelderland, Nederland	-	
51.643051	4.85625	Oosterhout, Noord-Brabant, Nederland	-	
51.693035	4.281195	Oostflakkee, Zuid-Holland, Nederland	-	
52.991638	6.29096	Ooststellingwerf, Friesland, Nederland	-	
52.438042	4.87668	Oostzaan, Noord-Holland, Nederland	-	
52.705971	4.94603	Opmeer, Noord-Holland, Nederland	-	
53.04678	6.129725	Opsterland, Friesland, Nederland	-	
51.768082	5.52616	Oss, Noord-Brabant, Nederland	-	
51.82304	4.41701	Oud-Beijerland, Zuid-Holland, Nederland	-	
51.90275	6.41126	Oude IJsselstreek, Gelderland, Nederland	-	
52.29417	4.9125	Ouder-Amstel, Noord-Holland, Nederland	-	
51.93417	4.63611	Ouderkerk, Zuid-Holland, Nederland	-	
52.021961	4.87193	Oudewater, Utrecht, Nederland	-	
51.921934	5.772215	Overbetuwe, Gelderland, Nederland	-	
51.82629	4.68368	Papendrecht, Zuid-Holland, Nederland	-	
51.328011	5.98387	Peel en Maas, Limburg, Nederland	-	
53.104172	7.00972	Pekela, Groningen, Nederland	-	
52.011089	4.42469	Pijnacker-Nootdorp, Zuid-Holland, Nederland	-	
52.507599	4.94793	Purmerend, Noord-Holland, Nederland	-	
52.257221	5.60548	Putten, Gelderland, Nederland	-	
52.387241	6.27462	Raalte, Overijssel, Nederland	-	
51.434502	4.108625	Reimerswaal, Zeeland, Nederland	-	
51.973099	5.73603	Renkum, Gelderland, Nederland	-	
52.073299	5.54155	Renswoude, Utrecht, Nederland	-	
51.37125	5.137925	Reusel-De Mierden, Noord-Brabant, Nederland	-	
52.002541	6.03264	Rheden, Gelderland, Nederland	-	
51.9576	5.567	Rhenen, Utrecht, Nederland	-	
51.871712	4.59802	Ridderkerk, Zuid-Holland, Nederland	-	
51.87883	6.0772	Rijnwaarden, Gelderland, Nederland	-	
52.108629	4.588575	Rijnwoude, Zuid-Holland, Nederland	-	
52.284401	6.44024	Rijssen-Holten, Overijssel, Nederland	-	
52.037224	4.325275	Rijswijk, Zuid-Holland, Nederland	-	
51.145485	6.047295	Roerdalen, Limburg, Nederland	-	
51.18988	5.9911	Roermond, Limburg, Nederland	-	
51.531399	4.45766	Roosendaal, Noord-Brabant, Nederland	-	
51.922829	4.47845	Rotterdam, Zuid-Holland, Nederland	-	
52.00811	5.96525	Rozendaal, Gelderland, Nederland	-	
51.533401	4.55812	Rucphen, Noord-Brabant, Nederland	-	
52.784828	4.79502	Schagen, Noord-Holland, Nederland	-	
52.600584	4.835705	Schermer, Noord-Holland, Nederland	-	
52.079689	5.4858	Scherpenzeel, Gelderland, Nederland	-	
51.918468	4.39816	Schiedam, Zuid-Holland, Nederland	-	
53.47723	6.16121	Schiermonnikoog, Friesland, Nederland	-	
51.617142	5.43743	Schijndel, Noord-Brabant, Nederland	-	
50.942341	5.88683	Schinnen, Limburg, Nederland	-	
51.946449	4.85103	Schoonhoven, Zuid-Holland, Nederland	-	
51.686415	3.93674	Schouwen-Duiveland, Zeeland, Nederland	-	
51.69075	5.29824	s-Hertogenbosch, Noord-Brabant, Nederland	-	
50.834728	5.98215	Simpelveld, Limburg, Nederland	-	
51.627159	5.88176	Sint Anthonis, Noord-Brabant, Nederland	-	
51.63842	5.35092	Sint-Michielsgestel, Noord-Brabant, Nederland	-	
51.564411	5.46109	Sint-Oedenrode, Noord-Brabant, Nederland	-	
51.009636	5.831885	Sittard-Geleen, Limburg, Nederland	-	
52.967415	5.788915	Skarsterlan, Friesland, Nederland	-	
51.823551	4.7726	Sliedrecht, Zuid-Holland, Nederland	-	
53.21973	6.80568	Slochteren, Groningen, Nederland	-	
51.309818	3.38448	Sluis, Zeeland, Nederland	-	
53.114601	6.028015	Smallingerland, Friesland, Nederland	-	
52.18404	5.30038	Soest, Utrecht, Nederland	-	
51.384651	5.71127	Someren, Noord-Brabant, Nederland	-	
51.51041	5.49169	Son en Breugel, Noord-Brabant, Nederland	-	
51.849522	4.32504	Spijkenisse, Zuid-Holland, Nederland	-	
52.984371	6.95947	Stadskanaal, Groningen, Nederland	-	
52.646069	6.20808	Staphorst, Overijssel, Nederland	-	
52.69771	5.22344	Stede Broec, Noord-Holland, Nederland	-	
51.585629	4.31456	Steenbergen, Noord-Brabant, Nederland	-	
52.787498	6.12083	Steenwijkerland, Overijssel, Nederland	-	
50.967731	5.76613	Stein, Limburg, Nederland	-	
52.088932	5.115405	Stichtse Vecht, Utrecht, Nederland	-	
51.74279	4.55314	Strijen, Zuid-Holland, Nederland	-	
53.15192	5.62347	Sudwest Fryslan, Friesland, Nederland	-	
53.276348	6.69559	Ten Boer, Groningen, Nederland	-	
51.338139	3.82755	Terneuzen, Zeeland, Nederland	-	
53.398195	5.354185	Terschelling, Friesland, Nederland	-	
53.083321	4.808265	Texel, Noord-Holland, Nederland	-	
52.217346	4.50823	Teylingen, Zuid-Holland, Nederland	-	
51.53566	4.21868	Tholen, Zeeland, Nederland	-	
51.888088	5.43069	Tiel, Gelderland, Nederland	-	
51.55492	5.10627	Tilburg, Noord-Brabant, Nederland	-	
52.405689	6.78199	Tubbergen, Overijssel, Nederland	-	
52.43943	6.58258	Twenterand, Overijssel, Nederland	-	
53.077358	6.6283	Tynaarlo, Drenthe, Nederland	-	
53.205105	5.972135	Tytsjerksteradiel, Friesland, Nederland	-	
51.837231	5.89992	Ubbergen, Gelderland, Nederland	-	
51.65741	5.61826	Uden, Noord-Brabant, Nederland	-	
52.528728	4.71391	Uitgeest, Noord-Holland, Nederland	-	
52.233421	4.82894	Uithoorn, Noord-Holland, Nederland	-	
52.659439	5.60339	Urk, Flevoland, Nederland	-	
52.088928	5.1154	Utrecht, Utrecht, Nederland	-	
52.028639	5.38816	Utrechtse Heuvelrug, Utrecht, Nederland	-	
50.77298	6.01787	Vaals, Limburg, Nederland	-	
50.86025	5.818595	Valkenburg aan de Geul, Limburg, Nederland	-	
51.35051	5.45897	Valkenswaard, Noord-Brabant, Nederland	-	
53.106411	6.88045	Veendam, Groningen, Nederland	-	
52.024899	5.55418	Veenendaal, Utrecht, Nederland	-	
51.548679	3.66714	Veere, Zeeland, Nederland	-	
51.617222	5.54175	Veghel, Noord-Brabant, Nederland	-	
51.421741	5.40455	Veldhoven, Noord-Brabant, Nederland	-	
52.450153	4.62753	Velsen, Noord-Holland, Nederland	-	
51.372421	6.17286	Venlo, Limburg, Nederland	-	
51.527149	5.97707	Venray, Limburg, Nederland	-	
51.992409	5.09615	Vianen, Utrecht, Nederland	-	
51.910439	4.34035	Vlaardingen, Zuid-Holland, Nederland	-	
53.026051	7.10626	Vlagtwedde, Groningen, Nederland	-	
53.296299	5.06468	Vlieland, Friesland, Nederland	-	
51.44268	3.57262	Vlissingen, Zeeland, Nederland	-	
51.975689	4.82203	Vlist, Zuid-Holland, Nederland	-	
50.879028	5.93176	Voerendaal, Limburg, Nederland	-	
52.124821	4.44429	Voorschoten, Zuid-Holland, Nederland	-	
52.170658	6.14239	Voorst, Gelderland, Nederland	-	
51.660511	5.29766	Vught, Noord-Brabant, Nederland	-	
51.386459	5.44345	Waalre, Noord-Brabant, Nederland	-	
51.689789	5.06287	Waalwijk, Noord-Brabant, Nederland	-	
52.044601	4.65507	Waddinxveen, Zuid-Holland, Nederland	-	
51.96685	5.66229	Wageningen, Gelderland, Nederland	-	
52.14307	4.39386	Wassenaar, Zuid-Holland, Nederland	-	
52.454931	5.04326	Waterland, Noord-Holland, Nederland	-	
51.255009	5.70378	Weert, Limburg, Nederland	-	
52.308311	5.03828	Weesp, Noord-Holland, Nederland	-	
51.808369	4.89531	Werkendam, Noord-Brabant, Nederland	-	
51.852194	5.505245	West Maas en Waal, Gelderland, Nederland	-	
52.766701	6.23333	Westerveld, Drenthe, Nederland	-	
51.963699	5.96774	Westervoort, Gelderland, Nederland	-	
51.997841	4.21868	Westland, Zuid-Holland, Nederland	-	
52.871861	6.032695	Weststellingwerf, Friesland, Nederland	-	
51.89072	4.078335	Westvoorne, Zuid-Holland, Nederland	-	
52.356812	6.59078	Wierden, Overijssel, Nederland	-	
51.808392	5.73085	Wijchen, Gelderland, Nederland	-	
52.225559	5.08534	Wijdemeren, Noord-Holland, Nederland	-	
51.972858	5.34525	Wijk bij Duurstede, Utrecht, Nederland	-	
53.334412	6.51751	Winsum, Groningen, Nederland	-	
51.969891	6.71414	Winterswijk, Gelderland, Nederland	-	
51.429169	4.29925	Woensdrecht, Noord-Brabant, Nederland	-	
52.08511	4.88737	Woerden, Utrecht, Nederland	-	
52.505545	4.86168	Wormerland, Noord-Holland, Nederland	-	
52.082142	5.41575	Woudenberg, Utrecht, Nederland	-	
51.81361	5.00038	Woudrichem, Noord-Brabant, Nederland	-	
52.44944	4.80892	Zaanstad, Noord-Holland, Nederland	-	
51.81274	5.24478	Zaltbommel, Gelderland, Nederland	-	
52.370739	4.52729	Zandvoort, Noord-Holland, Nederland	-	
51.925636	5.013905	Zederik, Zuid-Holland, Nederland	-	
52.56525	5.00751	Zeevang, Noord-Holland, Nederland	-	
52.332512	5.54213	Zeewolde, Flevoland, Nederland	-	
52.08548	5.24387	Zeist, Utrecht, Nederland	-	
51.93161	6.07687	Zevenaar, Gelderland, Nederland	-	
52.807964	4.74153	Zijpe, Noord-Holland, Nederland	-	
52.06308	4.48892	Zoetermeer, Zuid-Holland, Nederland	-	
52.12188	4.49697	Zoeterwoude, Zuid-Holland, Nederland	-	
53.24437	6.4079	Zuidhorn, Groningen, Nederland	-	
51.970188	4.60631	Zuidplas, Zuid-Holland, Nederland	-	
51.47084	4.66221	Zundert, Noord-Brabant, Nederland	-	
52.140202	6.19152	Zutphen, Gelderland, Nederland	-	
52.60918	6.06913	Zwartewaterland, Overijssel, Nederland	-	
51.822239	4.65647	Zwijndrecht, Zuid-Holland, Nederland	-	
52.512562	6.08873	Zwolle, Overijssel, Nederland	-	
